hotel_name,location,features,ratings,reviews,review_title,room_style,price,tax_charges,city,duration,persons,cancellation_policy,pre_payment,breakfast_included,Beds,Rooms
The Crown Goa,Panaji,Superior Double or Twin RoomBeds: 1 double or 2 singlesBreakfast includedFree cancellationOnly 1 room left at this price on our site,7.6,191.0,Good,Superior Double or Twin Room,48500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,Beds: 1 double or 2 singles,Double or 2 bedroomsss
Siolim Villa Goa 3 bhk,Siolim,"Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 2 bathrooms • 232m²4 beds (3 doubles, 1 sofa bed)Free cancellation",,,,Three-Bedroom Villa,132000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,"4 beds (3 doubles, 1 sofa bed)",3 bedrooms
Hotel Bonanza,Baga,Deluxe Double or Twin Room with FanBeds: 1 double or 2 singlesFree cancellationOnly 1 room left at this price on our site,7.9,144.0,Good,Deluxe Double or Twin Room with Fan,13500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,Beds: 1 double or 2 singles,2 bedroomsss
Diwa Club by Alila - A Hyatt Brand,Majorda,Club Premium Room with Balcony and Pool View1 extra-large double bedBreakfast included,9.1,105.0,Superb,Club Premium Room with Balcony and Pool View,112000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 extra-large double bed,
Hotel City Garden,Madgaon,Deluxe Double or Twin Room2 single bedsFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,7.4,146.0,Good,Deluxe Double or Twin Room,12420.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,2 single beds,2 bedroomsss
Treebo Trend Lands End Beach Resort Morjim,"Morjim Beach, Morjim",[Sanitized] Standard Double Room1 large double bedBreakfast includedOnly 2 rooms left at this price on our site,7.9,238.0,Good,[Sanitized] Standard Double Room,27532.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 large double bed,2 bedroomsss
Beach Shalom Luxry Apartment and Villa Colva,Colva,"One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²4 beds (1 extra-large double, 2 sofa beds, 1 futon)Free cancellationNo prepayment needed – pay at the propertyOnly 4 left at this price on our site",6.3,20.0,Good,One-Bedroom Apartment,33000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"4 beds (1 extra-large double, 2 sofa beds, 1 futon)",1 bedroom
Primavera Holiday Homes,"Candolim Beach, Candolim",Queen Room with Balcony1 large double bedFree cancellationOnly 3 rooms left at this price on our site,9.5,71.0,Exceptional,Queen Room with Balcony,27000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Queen Room
Pappi Chulo Morjim,Morjim,Double Room with Garden View1 extra-large double bedFree cancellationOnly 3 rooms left at this price on our site,8.0,279.0,Very good,Double Room with Garden View,32127.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Bliss By Stays,"Calangute Beach, Calangute",Deluxe Room1 large double bedFree cancellation,7.3,453.0,Good,Deluxe Room,34000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Deluxe Room
Sunshine Vagator,Vagator,"Studio with Pool ViewEntire studio • 1 bathroom • 25m²2 beds (1 single, 1 large double)Free cancellationOnly 1 left at this price on our site",8.6,38.0,Fabulous,Studio with Pool View,42024.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,
Larisa Beach Resort,"Morjim Beach, Morjim",Deluxe Double Room with Sea View1 large double bedFree cancellationOnly 2 rooms left at this price on our site,7.7,116.0,Good,Deluxe Double Room with Sea View,141750.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
"Spazio Leisure Resort, Goa",Anjuna,Courtyard View RoomBeds: 1 double or 2 singlesBreakfast includedFree cancellationOnly 4 rooms left at this price on our site,7.5,140.0,Good,Courtyard View Room,22498.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,Beds: 1 double or 2 singles,
Casa De Goa - Boutique Resort - Calangute,Calangute,Deluxe Double Room with bathtub1 large double bedBreakfast includedFree cancellation,7.4,211.0,Good,Deluxe Double Room with bathtub,45000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 large double bed,2 bedroomsss
Peace Garden Beach Resort,Canacona,Double Room with Side Sea View1 double bedFree cancellationOnly 4 rooms left at this price on our site,7.7,93.0,Good,Double Room with Side Sea View,24255.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Casa De Silver,"Baga Beach, Baga",Partial Sea View Beach CottagesEntire bungalow • 1 bedroom • 1 bathroom • 332m²1 large double bedFree cancellationOnly 6 left at this price on our site,6.9,385.0,Good,Partial Sea View Beach Cottages,25969.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,1 bedroom
Sai Aarush Home stay,Calangute,Double Room2 double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,10.0,2.0,Exceptional,Double Room,23038.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,2 double beds,2 bedroomsss
Muffys Holiday Home,Old Goa,"Twin Room2 beds (1 double, 1 large double)Only 2 rooms left at this price on our site",7.3,14.0,Good,Twin Room,23082.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,"2 beds (1 double, 1 large double)",2 bedroomsss
Sea 2000 Resort,Canacona,Deluxe Room1 double bedFree cancellationOnly 1 room left at this price on our site,9.1,11.0,Superb,Deluxe Room,16500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
"Heritage Exotica Villa - 4BHK, Baga",Baga,"Superior VillaEntire villa • 4 bedrooms • 2 living rooms • 5 bathrooms • 1 kitchen • 300m²9 beds (3 doubles, 1 sofa bed, 1 large double, 4 futons)Free cancellationOnly 3 left at this price on our site",8.8,27.0,Fabulous,Superior Villa,206099.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,"9 beds (3 doubles, 1 sofa bed, 1 large double, 4 futons)",4 bedrooms
Gods gift guesthouse,"Arambol beach, Arambol",King Room with Balcony1 large double bedFree cancellationOnly 3 rooms left at this price on our site,8.0,296.0,Very good,King Room with Balcony,20997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,King Room
The House Of Brothers,"Arambol beach, Arambol",One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 37m²1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 left at this price on our site,8.6,77.0,Fabulous,One-Bedroom Apartment,42000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,1 bedroom
La Cabana Beach & Spa,"Mandrem Beach , Mandrem",Tropical ChaletEntire chalet • 26m²1 double bedFree cancellation,7.9,243.0,Good,Tropical Chalet,75000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,
Whiteflower Resort Morjim,Morjim,Superior Double Room1 double bedFree cancellationOnly 4 rooms left at this price on our site,8.8,75.0,Fabulous,Superior Double Room,45000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Tranquilo Arambol,Arambol,Deluxe Double Room with BalconyMultiple bed typesFree cancellationOnly 4 rooms left at this price on our site,8.8,84.0,Fabulous,Deluxe Double Room with Balcony,25380.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
FabExpress Miramar,Panaji,Deluxe Room1 double bedFree cancellation,6.8,32.0,Good,Deluxe Room,22493.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
AtmanAdhiroha Yoga Resort,Goa,Deluxe Double or Twin Room with Ocean View2 single bedsBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Deluxe Double or Twin Room with Ocean View,27000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,2 single beds,2 bedroomsss
Orabella Villas & Suites,"Calangute Beach, Calangute","Pool View ChaletEntire chalet • 1 bedroom • 1 living room • 1 bathroom • 84m²2 beds (1 sofa bed, 1 large double)Free cancellationOnly 1 left at this price on our site",7.2,199.0,Good,Pool View Chalet,37500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,"2 beds (1 sofa bed, 1 large double)",1 bedroom
Beach Walk Resort,Old Goa,Standard Double Room1 double bedBreakfast includedFree cancellationOnly 1 room left at this price on our site,7.2,42.0,Good,Standard Double Room,32940.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 double bed,2 bedroomsss
Avalon Inn,Mandrem,Villa upper floor1 large double bedFree cancellationOnly 1 room left at this price on our site,9.2,43.0,Superb,Villa upper floor,22500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,
Hotel Leela Inn,Marmagao,"Triple Room3 beds (1 double, 1 large double, 1 futon)Free cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site",9.8,5.0,Exceptional,Triple Room,51297.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"3 beds (1 double, 1 large double, 1 futon)",3 bedrooms
Bloom Boutique Baga,Baga,Deluxe Twin Room2 single bedsBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.0,15.0,Very good,Deluxe Twin Room,32400.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,2 single beds,2 bedroomsss
Pele's Fisherman Village,"Benaulim Beach, Benaulim",Standard Room1 double bedFree cancellationOnly 1 room left at this price on our site,7.4,29.0,Good,Standard Room,29736.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,
SPOT ON Svasthi Homes,Mājāli,Classic Triple Room1 large double bedFree cancellation,7.9,19.0,Good,Classic Triple Room,7496.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,3 bedrooms
2Bhk Apartments,Old Goa,Family Room2 double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,7.0,2.0,Good,Family Room,43198.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,2 double beds,Family Room
Jasminn Hotel - AM Hotel Kollection,Colva,Superior Double or Twin Room1 single bedOnly 6 rooms left at this price on our site,7.9,182.0,Good,Superior Double or Twin Room,29700.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,Double or 2 bedroomsss
Treebo Trend Dona Eliza Calangute,Calangute,[Sanitized] Deluxe Double Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,8.1,443.0,Very good,[Sanitized] Deluxe Double Room,46369.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
Somy Plaza ( Formerly Somy Resort),Calangute,Festive Superior Room1 double bedBreakfast includedOnly 3 rooms left at this price on our site,7.7,155.0,Good,Festive Superior Room,22497.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 double bed,Superior Room
Athi Resorts,Bogmalo,Standard Double Room1 single bedFree cancellationOnly 1 room left at this price on our site,7.0,147.0,Good,Standard Double Room,12190.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
Luxury 3BHK Villa with Private Pool near Anjuna,Old Goa,"VillaEntire villa • 3 bedrooms • 1 living room • 4 bathrooms • 250m²4 beds (3 doubles, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",,,,Villa,185497.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"4 beds (3 doubles, 1 sofa bed)",3 bedrooms
Aldeia Santa Rita - Candolim,Candolim,Standard Room1 extra-large double bedFree cancellation,7.7,102.0,Good,Standard Room,39057.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,
SeaCoast Retreat - 2 BHK AC Apartment,Talaulim,"Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²3 beds (1 double, 1 extra-large double, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",7.5,4.0,Good,Two-Bedroom Apartment,29430.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"3 beds (1 double, 1 extra-large double, 1 sofa bed)",2 bedroomsss
FabHotel Avasa Grand,Old Goa,Deluxe Room1 double bedFree cancellationOnly 1 room left at this price on our site,8.3,4.0,Very good,Deluxe Room,14549.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Calvin's Retreat,"Varca Beach, Varca","Apartment with Pool View Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²5 beds (1 extra-large double, 1 large double, 3 futons)Free cancellation",8.5,20.0,Very good,Apartment with Pool View ,50997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,"5 beds (1 extra-large double, 1 large double, 3 futons)",2 bedroomss
"Mariaariose - ""Melody of the Sea""",Bogmalo,Deluxe King Room1 extra-large double bedFree cancellation,6.7,327.0,Good,Deluxe King Room,12150.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,King Room
Zondela inn Candolim apartments,Candolim,Deluxe Double or Twin Room with City View3 single bedsBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,9.4,43.0,Superb,Deluxe Double or Twin Room with City View,12600.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,,2 bedroomsss
FabExpress Ocean Inn Colva,Marmagao,Deluxe Room1 double bedFree cancellationOnly 6 rooms left at this price on our site,5.7,4.0,Good,Deluxe Room,14182.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,Deluxe Room
Relax Holiday Home,Madgaon,Deluxe RoomBeds: 1 double or 2 singlesFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,,,,Deluxe Room,9975.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,Beds: 1 double or 2 singles,Deluxe Room
Cerca Del Mar,"Calangute Beach, Calangute",Deluxe Double Room with Balcony1 large double bed,9.2,129.0,Superb,Deluxe Double Room with Balcony,23760.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,2 bedroomsss
Hotel Marry Beach Side,"Baga Beach, Baga",Deluxe Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,9.1,14.0,Superb,Deluxe Double Room,12203.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,2 bedroomsss
"J-House, spacious apartments with balconies, Thalassa 1min away",Siolim,"Holiday HomeEntire holiday home • 4 bedrooms • 4 living rooms • 5 bathrooms • 1 kitchen • 350m²9 beds (2 singles, 1 double, 2 extra-large doubles, 2 large doubles, 2 futons)Free cancellationOnly 2 left at this price on our site",9.1,36.0,Superb,Holiday Home,108000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,"9 beds (2 singles, 1 double, 2 extra-large doubles, 2 large doubles, 2 futons)",4 bedrooms
Asian Exotica 2 BHK Duplex villa,"Varca Beach, Varca","Two-Bedroom VillaEntire villa • 2 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 220m²3 beds (1 double, 1 extra-large double, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",6.9,8.0,Good,Two-Bedroom Villa,32400.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,"3 beds (1 double, 1 extra-large double, 1 sofa bed)",2 bedroomsss
The Imperial Hotels - Arambol,"Arambol beach, Arambol",Deluxe Double Room (2 Adults + 1 Child)1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,10.0,2.0,Exceptional,Deluxe Double Room (2 Adults + 1 Child),9450.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,2 bedroomsss
Altrude By The Sea,"Candolim Beach, Candolim","Luxury Room with Private Garden 2 beds (1 extra-large double, 1 sofa bed)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site",8.9,135.0,Fabulous,Luxury Room with Private Garden ,48500.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,"2 beds (1 extra-large double, 1 sofa bed)",Luxury Room
"Bethel Guesthouse Miramar, Panaji",Taleigao,Budget Double Room1 large double bedFree cancellationOnly 1 room left at this price on our site,7.5,16.0,Good,Budget Double Room,9495.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
"Locomo Boutique, Morjim",Morjim,Superior Double Room1 large double bedOnly 1 room left at this price on our site,9.3,22.0,Superb,Superior Double Room,34971.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,1 large double bed,2 bedroomsss
Palolem Inn,"Palolem Beach, Palolem",Deluxe Double or Twin Room1 large double bedFree cancellationOnly 4 rooms left at this price on our site,7.1,112.0,Good,Deluxe Double or Twin Room,28500.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Lamrin Ucassaim Goa,Bastora,Villa with Private PoolEntire villa • 6 bedrooms • 1 living room • 6 bathrooms • 416m²6 double bedsBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site,10.0,1.0,Exceptional,Villa with Private Pool,600000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,,
CASA J0EL Calangute GOA,Calangute,"Family Room3 beds (1 double, 2 futons)Free cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site",9.5,4.0,Exceptional,Family Room,19997.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,Family Room
The Treat Hotel,Madgaon,Deluxe Double or Twin Room with BalconyBeds: 1 double or 2 singlesOnly 2 rooms left at this price on our site,6.6,631.0,Good,Deluxe Double or Twin Room with Balcony,11674.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,Beds: 1 double or 2 singles,2 bedroomsss
Hotel Xec Residency,Madgaon,"Superior Twin Room3 beds (2 singles, 1 futon)Free cancellationOnly 4 rooms left at this price on our site",7.5,140.0,Good,Superior Twin Room,17817.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,2 bedroomsss
Kayaniv Resort,Pernem,Deluxe Double Room with Balcony1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.2,10.0,Very good,Deluxe Double Room with Balcony,16500.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Saldanha Kyle Gardens,Calangute,"Apartment with Mountain ViewEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²3 beds (1 double, 2 futons)Free cancellationOnly 1 left at this price on our site",8.7,41.0,Fabulous,Apartment with Mountain View,36000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,1 bedroom
Agonda Sun Set,Agonda,One-Bedroom CottageEntire bungalow • 1 bedroom • 8 bathrooms • 20m²1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site,8.5,252.0,Very good,One-Bedroom Cottage,28200.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 double bed,1 bedroom1 bedroom
Craft Hostels,"Anjuna Beach, Anjuna",Double Room with Balcony1 double bedFree cancellationOnly 5 rooms left at this price on our site,9.1,558.0,Superb,Double Room with Balcony,44997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
All Seasons Guest House I Rooms & Dorms,Madgaon,Deluxe RoomBeds: 1 double or 2 singlesFree cancellation,8.2,461.0,Very good,Deluxe Room,21780.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,Beds: 1 double or 2 singles,Deluxe Room
Ocean Way Guest House,"Baga Beach, Baga",Budget Double Room1 double bedFree cancellation,5.6,120.0,Good,Budget Double Room,18000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
"The Fern Kesarval Hotel & Spa, Verna Plateau - Goa",Verna,Deluxe Double or Twin Room1 double bedFree cancellation,6.1,27.0,Good,Deluxe Double or Twin Room,18848.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
"Fortune Resort Benaulim, Goa - Member ITC's Hotel Group","Benaulim Beach, Benaulim",ChaletPrivate suite • 1 bedroom • 1 living room • 1 bathroom • 18m²2 extra-large double bedsBreakfast included,8.0,139.0,Very good,Chalet,60000.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,,1 bedroom
Luxury 6BHk Villa with Private Pool near Calangue & Baga,Old Goa,"VillaEntire villa • 6 bedrooms • 3 living rooms • 6 bathrooms • 1 kitchen • 30m²9 beds (6 doubles, 3 sofa beds)",9.4,15.0,Superb,Villa,169798.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,
Treebo Trend La Prince Suites,Morjim,Standard Double Room1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.2,23.0,Very good,Standard Double Room,22081.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
"Jia Candolim Goa-3bhk-Villa M4-pool-wifi-nrbeach,Candolim",Aguada,"Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 4 bathrooms • 1 kitchen • 13m²4 beds (3 doubles, 1 sofa bed)Breakfast includedFree cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site",10.0,1.0,Exceptional,Three-Bedroom Villa,191700.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,"4 beds (3 doubles, 1 sofa bed)",3 bedrooms
SPACELAND Mandrem,Mandrem,Double Room with Garden View1 large double bedFree cancellationOnly 1 room left at this price on our site,8.0,36.0,Very good,Double Room with Garden View,34830.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Riviera Foothills Duplex Apartment,Arpora,"Apartment with Mountain ViewEntire apartment • 2 bedrooms • 1 bathroom • 1,040m²4 beds (2 doubles, 2 futons)Only 1 left at this price on our site",9.0,1.0,Superb,Apartment with Mountain View,53970.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,2 bedroomss
"FabExpress Shraddha Botique Villa, Porvorim",Porvorim,Deluxe Room1 large double bedFree cancellationOnly 1 room left at this price on our site,9.0,9.0,Superb,Deluxe Room,17047.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,Deluxe Room
Country Inn Panjim Goa,Panaji,Superior Room1 double bedBreakfast included,3.3,4.0,Good,Superior Room,29880.0,"3 nights, 2 adults",Goa,3,2,No,Yes,Yes,1 double bed,Superior Room
Roseal Beach Front,"Baga Beach, Baga",Family Room with Balcony1 extra-large double bedFree cancellationOnly 3 rooms left at this price on our site,7.2,539.0,Good,Family Room with Balcony,40000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,Family Room
Angels Resort,Porvorim,Standard Double or Twin RoomMultiple bed typesFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,7.9,76.0,Good,Standard Double or Twin Room,18000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,Double or 2 bedroomsss
Cliff Heaven,Colva,"Standard Family RoomEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²2 beds (1 large double, 1 futon)Only 1 left at this price on our site",7.9,75.0,Good,Standard Family Room,17400.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,1 bedroom
Comfort apartment candolim,Marmagao,"Apartment with BalconyEntire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 111m²3 beds (1 extra-large double, 2 sofa beds)Free cancellationNo prepayment needed – pay at the propertyOnly 1 left at this price on our site",5.2,17.0,Good,Apartment with Balcony,20997.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,1 bedroom
HOTEL AVISHA Residency,Marmagao,Standard Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the property,5.0,48.0,Good,Standard Double Room,14400.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
"FabHotel Royal Mirage With Pool & GYM, Candolim Beach",Candolim,(Sanitised) Superior Double Room1 double bedFree cancellationOnly 7 rooms left at this price on our site,7.3,143.0,Good,(Sanitised) Superior Double Room,27280.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
Riviera Sapphire,Siolim,"Studio Apartment with Park ViewEntire holiday home • 1 bedroom • 1 bathroom • 52m²2 beds (1 extra-large double, 1 futon)Only 1 left at this price on our site",6.2,4.0,Good,Studio Apartment with Park View,29997.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,1 bedroom
Mapusa Residency,Mapusa,"SuitePrivate suite • 1 bedroom • 1 living room • 1 bathroom • 28m²2 beds (1 double, 1 sofa bed)Free cancellationOnly 1 left at this price on our site",6.8,108.0,Good,Suite,8910.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,1 bedroom
O Pierre,Panaji,Superior Twin Room1 extra-large double bedBreakfast includedFree cancellationOnly 1 room left at this price on our site,7.8,301.0,Good,Superior Twin Room,22000.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,Yes,1 extra-large double bed,2 bedroomsss
Beach Doorz Place,Baga,"Deluxe Quadruple Room3 beds (1 large double, 2 futons)Free cancellationOnly 1 room left at this price on our site",7.0,194.0,Good,Deluxe Quadruple Room,33750.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,,4 bedrooms
"FabExpress Park Avenue With Pool, Calangute Beach",Calangute,Superior Double Room1 large double bedFree cancellation,5.2,12.0,Good,Superior Double Room,17449.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
Hotel Royal Altis,Vasco Da Gama,"Deluxe Double or Twin Room3 beds (1 single, 1 double, 1 large double)Free cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site",6.0,1.0,Good,Deluxe Double or Twin Room,12960.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,2 bedroomsss
Whoopers hostel Palolem,"Palolem Beach, Palolem",Double Room with Private Bathroom1 large double bedFree cancellationOnly 3 rooms left at this price on our site,8.2,383.0,Very good,Double Room with Private Bathroom,44997.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
4 BHK Private Villa Near Calangute,Goa,VillaEntire villa • 4 bedrooms • 4 bathrooms • 1 kitchen • 340m²5 double bedsFree cancellationNo prepayment needed – pay at the property,,,,Villa,96760.0,"3 nights, 2 adults",Goa,3,2,Yes,No,No,,4 bedrooms
Altrude Villa Guest House Near Candolim Beach,Marmagao,Double Room with Balcony1 large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,10.0,2.0,Exceptional,Double Room with Balcony,36000.0,"3 nights, 2 adults",Goa,3,2,Yes,No,Yes,1 large double bed,2 bedroomsss
Hilltop 5BHK Villa with Private Swimming Pool near Candolim,Old Goa,"VillaEntire villa • 5 bedrooms • 2 living rooms • 5 bathrooms • 500m²7 beds (5 doubles, 2 sofa beds)",8.7,10.0,Fabulous,Villa,85497.0,"3 nights, 2 adults",Goa,3,2,No,Yes,No,,
Oceano Beach Resort,"Arambol beach, Arambol",Deluxe Double Room with Side Sea View1 extra-large double bedFree cancellationOnly 1 room left at this price on our site,7.9,73.0,Good,Deluxe Double Room with Side Sea View,38970.0,"3 nights, 2 adults",Goa,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
