hotel_name,location,features,ratings,reviews,review_title,room_style,price,tax_charges,city,duration,persons,cancellation_policy,pre_payment,breakfast_included,Beds,Rooms
OYO Flagship Tulsi Resort,Mumbai,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,,,,Classic Triple Room,7942.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,3 bedrooms
Hotel Rooms Dadar near Station,"Dadar, Mumbai",Standard Double Room1 double bedFree cancellationOnly 2 rooms left at this price on our site,4.8,37.0,Good,Standard Double Room,11697.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 double bed,2 bedroomsss
OYO Flagship Hotel Sapna Residency,Mumbai,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,,,,Classic Triple Room,5087.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,3 bedrooms
Hotel Elegance Nx,"Western Suburbs, Mumbai",Deluxe Double Room1 large double bedFree cancellation,,,,Deluxe Double Room,5541.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 large double bed,2 bedroomsss
OYO Hotel Blue Executive Near Chhatrapati Shivaji International Airport,"Powai, Mumbai",Standard Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,4.7,37.0,Good,Standard Double Room,6114.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Perfect getaway : 2 rooms with a balcony and terrace,"Bandra, Mumbai","Two-Bedroom Apartment2 beds (1 double, 1 large double)",1.0,1.0,Good,Two-Bedroom Apartment,18360.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,"2 beds (1 double, 1 large double)",2 bedroomss
Fully Furnished 1Bhk Goregaon E Nirlon,"Western Suburbs, Mumbai",One-Bedroom Apartment1 double bedFree cancellationNo prepayment needed – pay at the property,,,,One-Bedroom Apartment,10710.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,1 bedroom
Royal Rich Villa,"Western Suburbs, Mumbai",Two-Bedroom VillaEntire villa • 2 bedrooms • 2 bathrooms • 1 kitchen2 double bedsFree cancellationNo prepayment needed – pay at the propertyOnly 2 left at this price on our site,,,,Two-Bedroom Villa,59150.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 double beds,2 bedroomsss
TRIPTHI LODGING & BOARDING,Mumbai,Deluxe Room1 double bedFree cancellationNo prepayment needed – pay at the property,,,,Deluxe Room,12000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,Deluxe Room
"Rama 2 - 201, Carter Road, Bandra West by Connekt Homes","Western Suburbs, Mumbai",One-Bedroom Apartment1 double bed,9.7,76.0,Exceptional,One-Bedroom Apartment,32400.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,1 double bed,1 bedroom
OYO Flagship Hansh Residency,Mumbai,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,,,,Classic Triple Room,5087.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,3 bedrooms
The Mother’s Home paying guests,"Western Suburbs, Mumbai","Two-Bedroom Apartment8 beds (4 singles, 4 bunk beds)Free cancellationNo prepayment needed – pay at the property",,,,Two-Bedroom Apartment,21000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomss
The Mother’s Home,"Western Suburbs, Mumbai","Two-Bedroom Apartment5 beds (2 singles, 1 double, 2 bunk beds)Free cancellationNo prepayment needed – pay at the property",,,,Two-Bedroom Apartment,13500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomss
Hotel Creek Amber Near Mumbai Airport,"Western Suburbs, Mumbai",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the property,3.0,3.0,Good,Deluxe Double Room,8850.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Glass Luxe Villa,Mumbai,"Two-Bedroom VillaEntire villa • 2 bedrooms • 1 living room • 2 bathrooms3 beds (2 doubles, 1 sofa bed)Free cancellation",,,,Two-Bedroom Villa,45000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,2 bedroomsss
HOTEL ELEGANT,"South Mumbai, Mumbai",Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 2 bathrooms • 220m²4 single bedsBreakfast includedFree cancellationNo prepayment needed – pay at the property,4.6,5.0,Good,Two-Bedroom Apartment,24000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,Yes,,2 bedroomsss
Hotel Welcome Mumbai,"South Mumbai, Mumbai",Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,1.5,2.0,Good,Double Room,9597.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Hotel Golden Star,"Western Suburbs, Mumbai",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the property,,,,Deluxe Double Room,7500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Villa royal palms,"Western Suburbs, Mumbai","Two-Bedroom VillaEntire villa • 2 bedrooms • 1 living room • 2 bathrooms • 251m²6 beds (2 doubles, 3 sofa beds, 1 large double)Breakfast includedFree cancellationNo prepayment needed – pay at the property",,,,Two-Bedroom Villa,23400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,Yes,,2 bedroomsss
Villa 209,"Western Suburbs, Mumbai","Double Room with Private Bathroom3 beds (1 single, 1 double, 1 extra-large double)Free cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site",,,,Double Room with Private Bathroom,21000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomsss
Ansh Accommodation Service (PG),"Western Suburbs, Mumbai","Double Room with Private Bathroom3 beds (2 singles, 1 double)Free cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site",1.0,1.0,Good,Double Room with Private Bathroom,4500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomsss
Ap3. Cozy AC Studio W/ Kitchenette Nr Kokilaben Hosp.,"Western Suburbs, Mumbai","One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 28m²2 beds (1 sofa bed, 1 large double)Free cancellation",10.0,9.0,Exceptional,One-Bedroom Apartment,12874.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,"2 beds (1 sofa bed, 1 large double)",1 bedroom
Ap2. Cozy AC Studio W/ Kitchenette Nr Kokilaben Hosp.,"Western Suburbs, Mumbai","One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 28m²2 beds (1 double, 1 sofa bed)Free cancellation",6.0,2.0,Good,One-Bedroom Apartment,12874.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,1 bedroom
Cozy AC Studio W/ Kitchenette Nr Kokilaben Hosp.,"Western Suburbs, Mumbai","One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 28m²2 beds (1 sofa bed, 1 large double)Free cancellation",9.8,10.0,Exceptional,One-Bedroom Apartment,12874.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,"2 beds (1 sofa bed, 1 large double)",1 bedroom
Hotel Mumbai Residency,"Central Suburbs, Mumbai",Superior Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,3.0,2.0,Good,Superior Double Room,5062.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
"Jastcon, 19th Rd, Khar, Ambedkar Colony by Connekt Homes","Khar, Mumbai","Two-Bedroom Apartment3 beds (2 doubles, 1 sofa bed)Free cancellation",1.0,1.0,Good,Two-Bedroom Apartment,26460.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,2 bedroomss
"Pali Carters Building 102, 20th Road, Khar West by Connekt Homes","Khar, Mumbai","One-Bedroom Apartment2 beds (1 double, 1 sofa bed)",5.5,2.0,Good,One-Bedroom Apartment,51300.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,1 bedroom
"Pali Carters Building 101, 20th Road, Khar West by Connekt Homes","Khar, Mumbai","One-Bedroom Apartment2 beds (1 double, 1 sofa bed)",8.0,1.0,Very good,One-Bedroom Apartment,29250.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,1 bedroom
HOTEL SUMIT PALACE,"Western Suburbs, Mumbai",Double Room10 double bedsFree cancellationNo prepayment needed – pay at the property,1.0,3.0,Good,Double Room,7197.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomsss
"Sterling 102, off Carter Road, Bandra West by Connekt Homes","Western Suburbs, Mumbai","Two-Bedroom Apartment3 beds (2 doubles, 1 sofa bed)Free cancellation",7.0,2.0,Good,Two-Bedroom Apartment,57800.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,2 bedroomss
"Scarlett 102, Chapel Road by Connekt Homes","Bandra, Mumbai","One-Bedroom Apartment3 beds (1 single, 1 sofa bed, 1 large double)Free cancellation",5.0,1.0,Good,One-Bedroom Apartment,23400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,1 bedroom
"Angel Views 602, Chapel Road, Bandra West by Connekt Homes","Bandra, Mumbai","One-Bedroom Apartment2 beds (1 double, 1 sofa bed)Free cancellation",9.2,46.0,Superb,One-Bedroom Apartment,22500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,1 bedroom
"Angel Views 601, Chapel Road, Bandra West by Connekt Homes","Bandra, Mumbai","One-Bedroom Apartment2 beds (1 double, 1 sofa bed)",8.5,2.0,Very good,One-Bedroom Apartment,20250.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,1 bedroom
"Angel Views 101, Chapel Road, Bandra West by Connekt Homes","Bandra, Mumbai","One-Bedroom Apartment2 beds (1 double, 1 sofa bed)Free cancellation",9.6,30.0,Exceptional,One-Bedroom Apartment,47638.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,1 bedroom
"7 - Studio Velankanni Heights, Behaind Nanavati Hospital, Vile Parle by Connekt Homes","Western Suburbs, Mumbai",One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 33m²1 large double bedFree cancellation,9.7,14.0,Exceptional,One-Bedroom Apartment,22500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 large double bed,1 bedroom
"6 - Studio Velankanni Heights, Behaind Nanavati Hospital, Vile Parle by Connekt Homes","Western Suburbs, Mumbai",One-Bedroom Apartment1 double bed,9.2,34.0,Superb,One-Bedroom Apartment,18900.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,1 double bed,1 bedroom
"5 - Studio Velankanni Heights, Behaind Nanavati Hospital, Vile Parle by Connekt Homes","Western Suburbs, Mumbai",One-Bedroom Apartment1 double bed,8.3,3.0,Very good,One-Bedroom Apartment,14850.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,1 double bed,1 bedroom
"Dom Lucia, Near Carter Road, Bandra West by Connekt Homes","Western Suburbs, Mumbai","Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 51m²3 beds (1 double, 1 sofa bed, 1 large double)",9.0,20.0,Superb,Two-Bedroom Apartment,40000.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,2 bedroomsss
Hotel Queen Palace,"Santacruz, Mumbai",Deluxe Double Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,7.5,2.0,Good,Deluxe Double Room,7500.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
HOTEL DIAMOND INN,"South Mumbai, Mumbai",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,3.5,11.0,Good,Deluxe Double Room,6000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
OYO Flagship 81294 Hotel Nk Grand,"Western Suburbs, Mumbai",Standard Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,4.2,5.0,Good,Standard Double Room,5470.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Alana Apartment,"Western Suburbs, Mumbai","One-Bedroom Apartment2 beds (1 single, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",,,,One-Bedroom Apartment,10200.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,1 bedroom
Solace - 1 BHK - Walk away from Carter road,"Western Suburbs, Mumbai",One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 400m²1 large double bedFree cancellationNo prepayment needed – pay at the property,9.8,22.0,Exceptional,One-Bedroom Apartment,16800.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,1 bedroom
VILLA 1959 2BHK GORAI,Mumbai,"Two-Bedroom HouseEntire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 1,000m²3 beds (2 singles, 1 large double)Breakfast included",10.0,3.0,Exceptional,Two-Bedroom House,100000.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,Yes,,2 bedroomsss
FabHotel Realm Inn,"Western Suburbs, Mumbai",Deluxe Room1 double bedBreakfast includedFree cancellation,,,,Deluxe Room,8017.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,Yes,1 double bed,Deluxe Room
OSI Apartments Jogeshwari West,"Western Suburbs, Mumbai",Studio ApartmentEntire apartment • 2 bedrooms • 2 bathrooms • 60m²2 double bedsFree cancellationOnly 1 left at this price on our site,6.1,9.0,Good,Studio Apartment,26325.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,2 double beds,2 bedroomss
OYO Flagship Hotel Elite Plaza,Mumbai,Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the property,1.7,6.0,Good,Classic Triple Room,4578.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,3 bedrooms
Treebo Trend Zaid International,"Western Suburbs, Mumbai",Economy Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,6.5,47.0,Good,Economy Double Room,13511.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
OYO Flagship 79617 Hotel Ahlan International,"Powai, Mumbai",Classic Triple Room2 large double bedsFree cancellationNo prepayment needed – pay at the property,1.0,1.0,Good,Classic Triple Room,8415.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,3 bedrooms
Hotel Bandra Residency Mumbai,"Bandra, Mumbai",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the property,2.0,1.0,Good,Deluxe Double Room,12357.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Sixth Sense 2Bhk near Kokilaben Ambani Hospital,"Western Suburbs, Mumbai","One-Bedroom ApartmentEntire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 70m²3 beds (2 doubles, 1 sofa bed)Free cancellationNo prepayment needed – pay at the property",,,,One-Bedroom Apartment,34647.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,1 bedroom
Hotel Gold Coast,"South Mumbai, Mumbai",Budget Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 7 rooms left at this price on our site,4.1,15.0,Good,Budget Double Room,29997.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
Hotel Aksa,"Western Suburbs, Mumbai",Deluxe Room1 large double bedFree cancellationOnly 4 rooms left at this price on our site,6.0,29.0,Good,Deluxe Room,10769.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 large double bed,Deluxe Room
"Hotel Mumbai House Juhu, Santacruz West, Mumbai","Juhu, Mumbai",King Room1 extra-large double bedFree cancellationOnly 4 rooms left at this price on our site,6.0,61.0,Good,King Room,23100.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 extra-large double bed,King Room
Hotel Planet Plaza,"Western Suburbs, Mumbai",Standard Double Room with Fan1 single bedFree cancellationOnly 1 room left at this price on our site,5.1,10.0,Good,Standard Double Room with Fan,8400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,2 bedroomsss
Hotel Dream Inn,"Western Suburbs, Mumbai",Deluxe Room1 extra-large double bedBreakfast includedFree cancellationNo prepayment needed – pay at the property,,,,Deluxe Room,8400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,Yes,1 extra-large double bed,Deluxe Room
Royal villa,"Western Suburbs, Mumbai",Double Room1 extra-large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,,,,Double Room,20475.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 extra-large double bed,2 bedroomsss
TAJ LODGING,"Central Suburbs, Mumbai",Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,,,,Double Room,6900.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
OYO Mumbai Paying Guest,"Santacruz, Mumbai",Classic Triple Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 5 rooms left at this price on our site,3.0,1.0,Good,Classic Triple Room,6694.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,3 bedrooms
Hotel Nest Inn,"Western Suburbs, Mumbai",Deluxe Double Room with Bath1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,4.8,5.0,Good,Deluxe Double Room with Bath,9447.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Hotel Metro Plaza,"Central Suburbs, Mumbai",Deluxe Double or Twin Room1 single bedFree cancellationNo prepayment needed – pay at the propertyOnly 4 rooms left at this price on our site,3.7,9.0,Good,Deluxe Double or Twin Room,5760.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,2 bedroomsss
Hotel Bkc Palace,"Bandra Kurla Complex, Mumbai",Deluxe Double Room (2 Adults + 1 Child)1 extra-large double bedFree cancellation,5.1,20.0,Good,Deluxe Double Room (2 Adults + 1 Child),9000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,1 extra-large double bed,2 bedroomsss
Pleasure Place,"Powai, Mumbai",Two-Bedroom Apartment2 double bedsFree cancellation,,,,Two-Bedroom Apartment,24948.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,2 double beds,2 bedroomss
Capital O 6581 HOTEL PARK RESIDENCY,"Western Suburbs, Mumbai",Standard Double Room1 large double bedFree cancellationNo prepayment needed – pay at the property,2.4,11.0,Good,Standard Double Room,5245.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
OSI Apartments Sahar Andheri East,"Western Suburbs, Mumbai","Two-Bedroom ApartmentEntire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 65m²3 beds (2 singles, 1 double)Free cancellationOnly 1 left at this price on our site",5.6,5.0,Good,Two-Bedroom Apartment,20520.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,,2 bedroomsss
HOTEL SKYWAY INN MUMBAI,"Western Suburbs, Mumbai",Deluxe Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,10.0,1.0,Exceptional,Deluxe Double Room,7497.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
Oceanfront 4 bed private pool Gorai beach villa near Mumbai,Mumbai,"Four-Bedroom HouseEntire holiday home • 4 bedrooms • 1 living room • 4 bathrooms • 1 kitchen • 11m²5 beds (3 doubles, 2 sofa beds)",10.0,2.0,Exceptional,Four-Bedroom House,165750.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,4 bedrooms
Sunset Heaven,"Powai, Mumbai","One-Bedroom Apartment2 beds (1 sofa bed, 1 large double)Free cancellationNo prepayment needed – pay at the property",,,,One-Bedroom Apartment,19635.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,"2 beds (1 sofa bed, 1 large double)",1 bedroom
Treebo Trend Arvind Residency,Mumbai,Economy Double Room1 large double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,6.1,86.0,Good,Economy Double Room,12605.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 large double bed,2 bedroomsss
Hotel OVO Residency Near Masjid Bunder Railway Station,"South Mumbai, Mumbai",Double Room1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,3.0,1.0,Good,Double Room,5400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
A1 HOTEL,"Western Suburbs, Mumbai",Superior Double Room1 double bedOnly 2 rooms left at this price on our site,4.0,8.0,Good,Superior Double Room,8997.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,1 double bed,2 bedroomsss
HOTEL AL HARAM,"South Mumbai, Mumbai",Executive SuitePrivate suite1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 3 left at this price on our site,3.4,52.0,Good,Executive Suite,52200.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,
The Oberoi Mumbai,"South Mumbai, Mumbai",Room Category Assigned on Arrival1 extra-large double bedBreakfast includedOnly 6 rooms left at this price on our site,9.3,1647.0,Superb,Room Category Assigned on Arrival,154500.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,Yes,1 extra-large double bed,
Four Seasons Hotel Mumbai,"Worli, Mumbai",Deluxe Twin Room with Sea View2 single bedsFree cancellationNo prepayment needed – pay at the propertyOnly 1 room left at this price on our site,8.5,2200.0,Very good,Deluxe Twin Room with Sea View,130395.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 single beds,2 bedroomsss
Taj Lands End,"Bandra, Mumbai", Luxury Room King Bed1 extra-large double bedBreakfast includedFree cancellation,8.6,3880.0,Fabulous, Luxury Room King Bed,124000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,Yes,1 extra-large double bed,Luxury Room
StayVista at Villa Bharat,"Western Suburbs, Mumbai",Three-Bedroom VillaEntire villa • 3 bedrooms • 1 living room • 4 bathrooms • 1 kitchen • 372m²3 extra-large double beds,9.7,3.0,Exceptional,Three-Bedroom Villa,137002.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,3 bedrooms
Hotel Al Saudia,"Central, Mumbai",Standard Double Room with Fan1 double bedFree cancellationNo prepayment needed – pay at the propertyOnly 2 rooms left at this price on our site,3.8,5.0,Good,Standard Double Room with Fan,10080.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,1 double bed,2 bedroomsss
StayVista at Grey Mosaics,Mumbai,VillaEntire villa • 5 bedrooms • 1 living room • 5 bathrooms • 1 kitchen • 743m²5 large double beds,,,,Villa,199677.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,
Passion Homes,"Bandra, Mumbai","Two-Bedroom Apartment3 beds (2 doubles, 1 sofa bed)",,,,Two-Bedroom Apartment,28215.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,2 bedroomss
Nap Manor Hostels,"Santacruz, Mumbai",Single Bed in Female Dormitory Room2 beds in dormitories2 single bedsFree cancellation,9.0,856.0,Superb,Single Bed in Female Dormitory Room,8899.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,2 single beds,Dormitory Room
GoSolo Stays,"Khar, Mumbai",Bed in 8-Bed Mixed Dormitory Room2 beds in dormitories2 single bedsFree cancellation,9.2,119.0,Superb,Bed in 8-Bed Mixed Dormitory Room,8400.0,"3 nights, 2 adults",Mumbai,3,2,Yes,Yes,No,2 single beds,Dormitory Room
Backpackers Villa Mumbai,"Western Suburbs, Mumbai",Bed in 8-Bed Mixed AC Dormitory Room2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,6.8,465.0,Good,Bed in 8-Bed Mixed AC Dormitory Room,4802.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
Dormitory.fun,"Juhu, Mumbai",Bunk Bed in Mixed Dormitory Room2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,10.0,1.0,Exceptional,Bunk Bed in Mixed Dormitory Room,5094.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
Vakola Dormitory,"Santacruz, Mumbai",Bed in 10-Bed Mixed Dormitory Room2 beds in dormitories2 single bedsFree cancellationNo prepayment needed – pay at the property,8.4,5.0,Very good,Bed in 10-Bed Mixed Dormitory Room,2707.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 single beds,Dormitory Room
Kohinoor Dormitory,"Western Suburbs, Mumbai",Single Bed in Male Dormitory Room with Shared Bathroom2 beds in dormitories2 bunk beds,9.1,93.0,Superb,Single Bed in Male Dormitory Room with Shared Bathroom,2592.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,Dormitory Room
Prince Solo Hostel,"Bandra, Mumbai",6-Bed Female Dormitory Room2 shared dormitory rooms12 bunk beds,9.2,16.0,Superb,6-Bed Female Dormitory Room,5394.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,,Dormitory Room
Forrest Hostels,"Bandra, Mumbai",Single Bed in Mixed Dormitory Room2 beds in dormitories2 single beds,8.8,298.0,Fabulous,Single Bed in Mixed Dormitory Room,8550.0,"3 nights, 2 adults",Mumbai,3,2,No,Yes,No,2 single beds,Dormitory Room
Astropods,"Western Suburbs, Mumbai",Single Room with Shared Shower and Toilet2 single bedsFree cancellationNo prepayment needed – pay at the property,8.2,114.0,Very good,Single Room with Shared Shower and Toilet,7785.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 single beds,1 bedroom
Neenava Dormitory,"Western Suburbs, Mumbai",Single Bed in Female Dormitory Room2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,7.6,496.0,Good,Single Bed in Female Dormitory Room,2100.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
West End Hotel Opp Bombay Hospital,"South Mumbai, Mumbai",Standard Single Room2 single bedsFree cancellationNo prepayment needed – pay at the property,7.1,297.0,Good,Standard Single Room,35840.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 single beds,1 bedroom
Dormitory Hub,"Western Suburbs, Mumbai",Single Room2 single bedsFree cancellationNo prepayment needed – pay at the property,,,,Single Room,3000.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,2 single beds,1 bedroom
DC Dormitory Asalpha Metro,"Western Suburbs, Mumbai",Single Bed in Male Dormitory Room with Shared Bathroom2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,9.5,4.0,Exceptional,Single Bed in Male Dormitory Room with Shared Bathroom,2700.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
Town Hostel Mumbai - AC Dormitory,"Santacruz, Mumbai",Bed in 10-Bed Mixed Dormitory Room2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,6.3,224.0,Good,Bed in 10-Bed Mixed Dormitory Room,3394.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
Stay Villa Hostel for Male and Female,"Western Suburbs, Mumbai",Bunk Bed in Female Dormitory Room  2 beds in dormitories2 bunk bedsFree cancellationNo prepayment needed – pay at the property,7.3,169.0,Good,Bunk Bed in Female Dormitory Room  ,3820.0,"3 nights, 2 adults",Mumbai,3,2,Yes,No,No,,Dormitory Room
